-6.9697453237695647e-06	-6.9697453237695647e-06	-6.9697453237695647e-06	-6.9697453237695647e-06	-6.9697453237695647e-06	-6.9697453237695647e-06	-6.9697453237695647e-06	-6.9697453237695647e-06	-6.9697453237695647e-06	-6.9697453237695647e-06
-7.2318381125682466e-06	-7.2318381125682466e-06	-7.2318381125682466e-06	-7.2318381125682466e-06	-7.2318381125682466e-06	-7.2318381125682466e-06	-7.2318381125682466e-06	-7.2318381125682466e-06	-7.2318381125682466e-06	-7.2318381125682466e-06
-4.8899328480094784e-06	-4.8899328480094784e-06	-4.8899328480094784e-06	-4.8899328480094784e-06	-4.8899328480094784e-06	-4.8899328480094784e-06	-4.8899328480094784e-06	-4.8899328480094784e-06	-4.8899328480094784e-06	-4.8899328480094784e-06
-5.1636687419579843e-06	-5.1636687419579843e-06	-5.1636687419579843e-06	-5.1636687419579843e-06	-5.1636687419579843e-06	-5.1636687419579843e-06	-5.1636687419579843e-06	-5.1636687419579843e-06	-5.1636687419579843e-06	-5.1636687419579843e-06
-3.8220316256794211e-06	-3.8220316256794211e-06	-3.8220316256794211e-06	-3.8220316256794211e-06	-3.8220316256794211e-06	-3.8220316256794211e-06	-3.8220316256794211e-06	-3.8220316256794211e-06	-3.8220316256794211e-06	-3.8220316256794211e-06
-2.6713607844088141e-06	-2.6713607844088141e-06	-2.6713607844088141e-06	-2.6713607844088141e-06	-2.6713607844088141e-06	-2.6713607844088141e-06	-2.6713607844088141e-06	-2.6713607844088141e-06	-2.6713607844088141e-06	-2.6713607844088141e-06
-2.8441710204180583e-06	-2.8441710204180583e-06	-2.8441710204180583e-06	-2.8441710204180583e-06	-2.8441710204180583e-06	-2.8441710204180583e-06	-2.8441710204180583e-06	-2.8441710204180583e-06	-2.8441710204180583e-06	-2.8441710204180583e-06
-6.8586174351009838e-07	-6.8586174351009838e-07	-6.8586174351009838e-07	-6.8586174351009838e-07	-6.8586174351009838e-07	-6.8586174351009838e-07	-6.8586174351009838e-07	-6.8586174351009838e-07	-6.8586174351009838e-07	-6.8586174351009838e-07
3.5803499841481455e-06	3.5803499841481455e-06	3.5803499841481455e-06	3.5803499841481455e-06	3.5803499841481455e-06	3.5803499841481455e-06	3.5803499841481455e-06	3.5803499841481455e-06	3.5803499841481455e-06	3.5803499841481455e-06

