-6.9697453238259932e-06	-6.9697453238259932e-06	-6.9697453238259932e-06	-6.9697453238259932e-06	-6.9697453238259932e-06	-6.9697453238259932e-06	-6.9697453238259932e-06	-6.9697453238259932e-06	-6.9697453238259932e-06	-6.9697453238259932e-06
-7.2318381126312836e-06	-7.2318381126312836e-06	-7.2318381126312836e-06	-7.2318381126312836e-06	-7.2318381126312836e-06	-7.2318381126312836e-06	-7.2318381126312836e-06	-7.2318381126312836e-06	-7.2318381126312836e-06	-7.2318381126312836e-06
-4.8899328480289661e-06	-4.8899328480289661e-06	-4.8899328480289661e-06	-4.8899328480289661e-06	-4.8899328480289661e-06	-4.8899328480289661e-06	-4.8899328480289661e-06	-4.8899328480289661e-06	-4.8899328480289661e-06	-4.8899328480289661e-06
-5.1636687419809313e-06	-5.1636687419809313e-06	-5.1636687419809313e-06	-5.1636687419809313e-06	-5.1636687419809313e-06	-5.1636687419809313e-06	-5.1636687419809313e-06	-5.1636687419809313e-06	-5.1636687419809313e-06	-5.1636687419809313e-06
-3.8220316256887266e-06	-3.8220316256887266e-06	-3.8220316256887266e-06	-3.8220316256887266e-06	-3.8220316256887266e-06	-3.8220316256887266e-06	-3.8220316256887266e-06	-3.8220316256887266e-06	-3.8220316256887266e-06	-3.8220316256887266e-06
-2.6713607844119913e-06	-2.6713607844119913e-06	-2.6713607844119913e-06	-2.6713607844119913e-06	-2.6713607844119913e-06	-2.6713607844119913e-06	-2.6713607844119913e-06	-2.6713607844119913e-06	-2.6713607844119913e-06	-2.6713607844119913e-06
-2.8441710204218928e-06	-2.8441710204218928e-06	-2.8441710204218928e-06	-2.8441710204218928e-06	-2.8441710204218928e-06	-2.8441710204218928e-06	-2.8441710204218928e-06	-2.8441710204218928e-06	-2.8441710204218928e-06	-2.8441710204218928e-06
-6.8586174351015217e-07	-6.8586174351015217e-07	-6.8586174351015217e-07	-6.8586174351015217e-07	-6.8586174351015217e-07	-6.8586174351015217e-07	-6.8586174351015217e-07	-6.8586174351015217e-07	-6.8586174351015217e-07	-6.8586174351015217e-07
3.5803499841557951e-06	3.5803499841557951e-06	3.5803499841557951e-06	3.5803499841557951e-06	3.5803499841557951e-06	3.5803499841557951e-06	3.5803499841557951e-06	3.5803499841557951e-06	3.5803499841557951e-06	3.5803499841557951e-06

